"","PC1","PC2","PC3","PC4","PC5","class"
"1",-2.78792253887042,-0.857015684406944,0.739731167218939,0.353944814022445,-1.08255689034251,"1"
"2",-1.41099526055159,-1.05594072198044,1.50427619776748,0.489507219422321,-0.472299239851891,"1"
"3",-0.490020320390648,-0.661873493036468,1.18206232054575,0.533448609286238,-1.0786444156592,"1"
"4",-0.544700956273845,-2.5660376135439,0.291154986798304,0.236551698140398,-0.531505613945353,"1"
"5",-0.0781231012820695,-3.35031977161175,0.092369479948579,-0.154232274050816,-0.0583430752879018,"1"
"6",0.54493829820192,-2.31750886241251,0.228818836884983,-0.29157640199678,-0.250976488199242,"1"
"7",-0.222253558843666,-1.41472809558735,0.0818986457681841,-0.596880147462631,-0.815785122416019,"1"
"8",0.88263769127343,-0.229740482324873,1.43495531577556,0.951744571269049,-1.30717802439586,"1"
"9",0.797067036674543,-0.524489059204283,1.88099676083573,-0.100347492222203,-0.382164096729512,"2"
"10",1.38689211800429,-1.45621691859442,0.691166119977791,-0.295376906005272,-0.48553315971861,"1"
"11",0.631838289209131,-1.38560194293026,1.0219625705884,-0.00474381411340793,-0.520851775155606,"1"
"12",0.398485163252207,-4.30487722451133,-0.406243502527176,0.779057804972154,-0.482851036560069,"1"
"13",0.201559862283153,-2.28439919947143,0.323807850643883,-0.0512296648530164,-0.731439014839658,"1"
"14",0.934160847954877,-5.30034839377068,-2.40486455763519,0.349254133236434,-1.06801140169585,"2"
"15",1.86232943199841,-0.686695236344829,1.04739546637942,-0.261291024548259,-0.735178794860229,"3"
"16",1.83158612597656,-1.69136149202523,0.813087412526112,0.440776940304526,-0.876866410157542,"2"
"17",1.57060518076078,-1.89804584516802,1.3460354518073,-0.0746608399097965,-0.284918438601682,"3"
"18",1.40576273340478,-4.57393063758196,0.167774677279496,0.216566677474107,-0.195221153930909,"3"
"19",1.6880743047876,-3.65164944734598,-0.162183183650093,-0.143607723179359,-0.216165305853343,"3"
"20",2.49762996877841,-2.51885378731813,2.77796806931529,-0.0498016355945196,0.384869517341942,"3"
"21",1.30061192989233,-3.57923057986718,-0.459357095402712,0.786248326026236,-1.31269339309013,"4"
"22",1.84250737627285,-2.75309971880733,0.517657091517875,-0.0723533742058373,-0.760345521520418,"3"
"23",2.34150927797912,-2.87640685936161,0.760565074515407,-0.376305829809497,-0.176490900764487,"4"
"24",1.49066462300616,-1.2764613191844,1.1295801522924,0.00692393933209189,-1.08082530623642,"4"
"25",1.06329073919046,-0.976219413854208,1.03816535814057,0.585297944084047,-1.69239457071696,"4"
"26",0.642986204381092,-0.50421749422836,2.15303189484346,0.517131778157108,-1.38360235806298,"4"
"27",1.08715383786574,-4.29896431907047,-0.759453358472876,0.521141875249628,-1.35069790708048,"4"
"28",1.57426721446132,-1.97594965155367,1.13062797577453,-0.615082792419892,-0.781756970363795,"4"
"29",1.47566638192089,-3.26375162403616,1.11816785008444,-0.608310916871701,-0.14899232691997,"4"
"30",0.385961029164594,-2.41086027947439,3.08808704019238,-0.538547246782158,0.223582202281494,"4"
"31",-0.756339245407891,-1.42809628016674,1.97827569780811,-0.136507434422159,-1.35043554826927,"4"
"32",-0.663522054168808,-2.15707395454587,-0.589101901325591,-0.661628413219568,-2.07623143083594,"4"
"33",-2.19717979851829,-2.00778847833204,0.977066712398073,-1.97059620428895,-0.958262584910102,"4"
"34",-0.994218667751882,-4.30520872947191,0.279238827399675,0.355500302778299,-1.25122729111248,"3"
"35",-2.81481397599316,-2.47495331137683,2.26294872205796,-1.84835760814707,-0.186995382879027,"3"
"36",-4.87909105532095,-0.370999894446738,1.19371565583159,-0.161957186189019,-0.0354378119398492,"3"
"37",-3.00664703216109,-0.811772112087947,0.452564033314946,0.965722294816509,-0.642219414710913,"3"
"38",-3.62429554060632,-2.80935976870607,0.315822300262834,-0.326392611838697,0.409533079423924,"3"
"39",-3.44330625568529,-3.1866832888652,1.119853714986,-0.427354102102888,1.33228866775253,"4"
"40",-3.56099816202495,-1.71989090980844,0.149469299823013,-0.502329772316764,0.0187795183146337,"4"
"41",-3.89091917589104,-3.43035474614467,0.535543791323797,-0.226846910720378,0.929877301342731,"2"
"42",-3.69313901885427,-2.23288955593012,-0.618190669528179,1.24164203862108,-1.10367570677293,"3"
"43",-2.97016630475243,-0.415321405465102,2.28036893150238,-0.666022286496576,0.58878376762159,"3"
"44",-2.56343329536457,-1.19190801170368,1.61731745033373,1.16665648798617,-0.251507082787085,"3"
"45",-2.81666456267215,-2.72742683416431,0.317141389642775,-0.642213912967461,0.418008858443497,"3"
"46",-3.13920384159576,-0.474169637908388,-0.914593373889397,-0.567983636441578,-1.09605300476846,"2"
"47",-3.07140551417709,-0.645327375830639,1.34290564738546,-0.72369790621884,0.0600573361667223,"2"
"48",-2.91438440839366,-3.13319683993804,0.0986756698607354,-0.549520581003952,0.442367713484187,"2"
"49",-3.53955042523165,-2.29807172683364,0.22815687060525,0.747220629901875,-0.73197150730989,"2"
"50",-2.93282955720665,-1.81094489857664,1.53239078507528,0.245001425552922,-0.115481995925262,"2"
"51",-3.04569547517537,-0.403467130592079,0.740919251954896,1.11757417265875,-1.47862394203398,"3"
"52",-1.89392103048274,-1.75079358457726,0.742474348499818,0.90095265523725,-0.75304131902481,"2"
"53",-1.23078224528327,-1.58671755912087,0.951235830526835,-1.0944892460417,0.403266116381621,"2"
"54",-0.561688434962068,-0.235717784360493,2.35978086255113,0.536314657140968,-0.21095928951571,"2"
"55",-1.53080618520314,-0.0206134605534947,1.75926279595632,-0.361811898555258,-0.379273839592564,"2"
"56",-0.677419928465646,0.170709811406793,2.02417520373628,0.746841675649009,-0.850754542600386,"2"
"57",-0.425675887535473,-2.17158676130444,-0.00256956959105537,0.912502467290281,-0.945888849292281,"2"
"58",-0.00925008303509601,-0.195505373274206,1.10592483219653,-0.358218790782343,-0.465654551760355,"3"
"59",0.557268009936273,-1.22076122504092,0.766883874856751,-0.599355139118472,-0.178113590557505,"3"
"60",1.27244738658739,-0.0752308884113278,1.39613594005233,0.237607355741613,-0.671001347423366,"2"
"61",1.02708506054115,-0.943002850051405,0.842431663925559,0.616934155601893,-0.792201047474414,"3"
"62",0.489920833283511,-1.95659125892916,0.642653684457652,0.228916873282314,-0.395201215929272,"2"
"63",0.712721470503514,-1.40626923296059,1.51793449440869,-0.701977364561617,0.108106700105963,"2"
"64",1.55626056394448,0.0226656570151263,1.83767895581034,-0.148511088628985,-0.34167806533574,"3"
"65",1.43994574932101,0.151112839415927,1.14242015096764,0.24160354307043,-0.995933753765242,"3"
"66",1.26551787789676,-1.9125695839439,1.34144963245227,0.209412013950462,-0.301495686670016,"3"
"67",0.921226199661326,-1.28653228705204,0.156142302695108,-0.353828173763488,-0.985143656860559,"4"
"68",1.39973254668794,-1.42653772890508,1.18747848209538,-2.011132429314,0.331656573425969,"4"
"69",1.9187271806483,-0.287379783272342,1.31374772118306,0.0203318370520751,-0.810572226048801,"4"
"70",1.76175690934867,-1.18336696257477,-0.0725694326653966,0.120514374620269,-1.31010481224449,"4"
"71",1.83406364695682,-0.739781970725825,1.21576249422236,0.179474323161703,-0.862402458840757,"4"
"72",2.13200069496226,-0.765187937944352,1.7503040014613,-0.334980438969806,-0.327388176433408,"4"
"73",2.26143633470791,-1.39790007737732,0.972493511702479,-0.373553619446807,-0.501476239246476,"5"
"74",1.62180700801547,-1.97155677747492,0.787231251336606,0.29212585259303,-0.776512650987274,"5"
"75",1.11935386127093,-1.67336031618734,0.916044437226349,-0.157469143973821,-0.895244397216143,"5"
"76",1.00749926832561,-0.661228491330196,1.11251850968306,-0.211752593804831,-1.10713400798474,"5"
"77",1.14390663153802,0.2657773729027,1.75732749577895,-1.49501232691337,-0.737720663674473,"5"
"78",1.10023061224483,-1.83851716089533,0.845451175426039,-0.0191537520209783,-0.830448347588661,"5"
"79",1.72085576333446,-0.289412165730402,1.77842585072759,-0.0715037075800358,-0.982486649130837,"5"
"80",1.14374481272557,0.305905324022607,1.69126751301705,-0.260036856828838,-1.27971100745241,"5"
"81",0.348029108586201,-1.28356082028214,0.663136318219865,0.285392358895199,-1.78198303033824,"5"
"82",-0.845051138584743,0.296287289287196,0.492541010081208,-2.05505213713102,-1.62917584733553,"5"
"83",-0.130485735591784,-1.05307353863272,1.19800316565162,-0.177663292387409,-1.52663295931324,"5"
